hotel;está_cancelado ;plazo_de_llegada;fecha_de_llegada_año;fecha_de_llegada_mes;fecha_de_llegada_número_de_semana;fecha_de_llegada_día_del_mes;estancias_en_noches_de_fin_de_semana;estancias_en_noches_de_semana ;adultos;niños;bebés;comida;país;segmento_de_mercado;canal_de_distribución ;es_huésped_repetido ;cancelaciones_anteriores ;reservas_anteriores_no_canceladas;tipo_habitación_reservada;tipo_habitación_asignada ;cambios_de_reserva;tipo_de_depósito ;agente;empresa ;días_en_lista_de_espera;tipo_de_cliente ;adr;plazas_de_aparcamiento_obligatorias;total_de_solicitudes_especiales;estado_de_la_reserva;fecha_del_estado_de_la_reserva
Hotel Andina La Terraza;no;3;2023;Octubre;41;2;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;83;NULL;0;Transitorio;128;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;4;2023;Octubre;41;3;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;160;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;7;2023;Octubre;41;3;1;2;2;0;0;BB;NLD;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transitorio;117.04;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;15;2023;Octubre;41;4;0;2;1;1;0;BB;CHE;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;7;NULL;0;Transitorio;116.31;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;349;2023;Octubre;41;4;0;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;58;NULL;162;Transitorio - Fiesta;130;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;49;2023;Octubre;41;3;1;2;2;0;0;SC;PER;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;111;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;49;2023;Octubre;41;3;1;2;2;0;0;SC;PER;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;108;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;46;2023;Octubre;41;2;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transitorio;90.55;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;19;2023;Octubre;41;2;2;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;28;NULL;0;Transitorio;85;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;115;2023;Septiembre;40;29;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;B;B;1;No Deposit;9;NULL;0;Transitorio - Fiesta;114.36;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;28;2023;Octubre;41;3;1;2;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;16;NULL;0;Transitorio;85.5;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;116;2023;Septiembre;40;29;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;B;B;3;No Deposit;9;NULL;0;Transitorio - Fiesta;113.09;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;3;1;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;143.03;0;3;Check-Out;10/06/2023
Hotel Andina La Terraza;no;7;2023;Octubre;41;5;0;1;1;0;0;SC;NLD;Directo;Directo;0;0;0;A;B;0;No Deposit;14;NULL;0;Transitorio;140;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;11;2023;Octubre;41;3;1;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;28;NULL;0;Transitorio;85;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;16;2023;Octubre;41;5;0;1;2;0;0;HB;PRT;Directo;Directo;0;0;0;A;A;0;No Deposit;14;NULL;0;Transitorio;179;0;2;Check-Out;10/06/2023
Hotel Andina La Terraza;no;4;2023;Octubre;41;3;1;2;2;0;0;SC;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;140;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;16;2023;Octubre;41;5;0;1;1;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;310;NULL;0;Transitorio;129;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;39;2023;Octubre;41;3;1;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transitorio;118;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;39;2023;Octubre;41;3;1;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transitorio;118;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;9;2023;Octubre;41;4;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;160;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;5;2023;Octubre;40;1;2;3;2;1;0;BB;PRT;Directo;Directo;0;0;0;E;E;0;No Deposit;14;NULL;0;Transitorio;175.88;0;0;Check-Out;10/06/2023
Hotel Andina La Terraza;no;2;2023;Octubre;41;4;0;2;2;0;0;BB;AUS;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transitorio;134.75;0;1;Check-Out;10/06/2023
Hotel Andina La Terraza;no;21;2023;Octubre;41;4;0;3;2;0;0;BB;EGY;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transitorio;85;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;1;2023;Octubre;41;6;0;1;2;0;0;SC;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;152;NULL;0;Transitorio;108.04;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;185;2023;Octubre;41;5;0;2;2;0;0;BB;USA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;122.4;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;185;2023;Octubre;41;5;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;122.4;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;33;2023;Octubre;41;6;0;1;2;0;0;SC;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;126;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;17;2023;Octubre;41;6;0;1;1;0;0;BB;POL;Online TA;TA/TO;0;0;0;A;E;0;No Deposit;9;NULL;0;Transitorio;139;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;21;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transitorio;85;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;20;2023;Octubre;41;6;0;1;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;K;0;No Deposit;NULL;NULL;0;Transitorio;139;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;41;2023;Octubre;41;5;0;2;1;0;0;BB;ITA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transitorio;107.41;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;0;2023;Octubre;41;4;0;3;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;103.5;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;107;2023;Octubre;41;3;1;3;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;85;NULL;0;Transitorio;80.75;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;107;2023;Octubre;41;3;1;3;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;138;NULL;0;Transitorio;95;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;23;2023;Octubre;41;2;2;3;2;0;0;SC;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transitorio;94.36;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;28;2023;Octubre;41;6;0;1;2;0;0;SC;BRA;Online TA;TA/TO;0;0;0;A;G;0;No Deposit;9;NULL;0;Transitorio;129;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;0;2023;Octubre;41;5;0;2;1;0;0;BB;PRT;Corporativo;Corporativo;0;0;0;A;A;1;No Deposit;NULL;40;0;Transitorio;65;1;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;6;2023;Noviembre;48;23;0;2;1;0;0;BB;PRT;Corporativo;Corporativo;1;0;1;A;A;0;No Deposit;NULL;40;0;Transitorio;65;0;1;Check-Out;11/25/2023
Hotel Andina La Terraza;no;5;2024;Mayo;21;23;0;3;1;0;0;BB;PRT;Corporativo;Corporativo;1;0;2;A;A;0;No Deposit;NULL;40;0;Transitorio;65;0;1;Check-Out;5/26/2024
Hotel Andina La Terraza;no;222;2023;Octubre;41;2;2;3;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;102.85;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;13;2023;Octubre;41;3;1;3;2;0;0;BB;FRA;Directo;Directo;0;0;0;A;A;1;No Deposit;14;NULL;0;Transitorio;126.88;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;50;2023;Octubre;41;4;0;3;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;B;0;No Deposit;9;NULL;0;Transitorio;118.8;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;0;2023;Octubre;41;6;0;1;1;0;0;BB;PRT;Directo;Directo;0;0;0;A;D;1;No Deposit;NULL;NULL;0;Transitorio;170;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;38;2023;Octubre;41;3;1;3;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transitorio;95.48;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;111;2023;Octubre;41;6;0;1;2;2;0;BB;DEU;Online TA;TA/TO;0;0;0;B;G;0;No Deposit;9;NULL;0;Transitorio;221.4;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;45;2023;Octubre;41;4;0;3;2;0;0;BB;USA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transitorio;102.04;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;7;2023;Octubre;41;6;0;1;1;0;0;BB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;327;NULL;0;Transitorio - Fiesta;125;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;47;2023;Octubre;41;2;2;3;2;0;0;SC;NLD;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;7;NULL;0;Transitorio;79;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;47;2023;Octubre;41;2;2;3;2;0;0;SC;NLD;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;7;NULL;0;Transitorio;79;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;3;2023;Octubre;41;6;0;1;1;0;0;BB;PRT;Complementary;Directo;0;0;0;A;A;0;No Deposit;NULL;45;0;Transitorio;0;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;8;2023;Diciembre;50;9;0;2;2;1;0;BB;PRT;Complementary;Directo;1;0;1;D;D;0;No Deposit;NULL;45;0;Transitorio;0;0;2;Check-Out;12/11/2023
Hotel Andina La Terraza;no;3;2023;Octubre;41;6;0;1;1;0;0;BB;PRT;Complementary;Directo;0;0;0;A;B;0;No Deposit;NULL;45;0;Transitorio;0;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;35;2023;Octubre;41;3;1;3;3;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;158.4;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;47;2023;Octubre;41;4;0;3;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;118.8;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;30;2023;Octubre;41;5;0;2;2;0;0;BB;EGY;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;144;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;22;2023;Octubre;41;5;0;2;3;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transitorio;115;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;37;2023;Octubre;41;5;0;2;3;0;0;BB;AUT;Online TA;TA/TO;0;0;0;D;E;0;No Deposit;9;NULL;0;Transitorio;158.4;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;49;2023;Octubre;41;5;0;2;1;0;0;BB;USA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;113.4;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;22;2023;Octubre;41;5;0;2;3;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transitorio;115;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;51;2023;Octubre;41;5;0;2;2;0;0;SC;AUT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;108;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;19;2023;Octubre;41;5;0;2;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transitorio;114.73;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;22;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transitorio;85;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;215;2023;Octubre;41;3;1;3;2;0;0;BB;LUX;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;173;NULL;0;Transitorio;90.95;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;27;2023;Octubre;41;5;0;2;1;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;139;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;50;2023;Octubre;41;5;0;2;2;1;0;BB;ISR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;144;1;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;34;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;160.2;1;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;34;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;151.2;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;20;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transitorio;149;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;20;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transitorio;149;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;131;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;155;NULL;0;Transitorio;144.67;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;31;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Directo;Directo;0;0;0;A;A;0;No Deposit;14;NULL;0;Transitorio;119.7;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;53;2023;Octubre;41;4;0;3;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;B;1;No Deposit;9;NULL;0;Transitorio;118.8;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;53;2023;Octubre;41;4;0;3;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;D;1;No Deposit;9;NULL;0;Transitorio;118.8;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;140;2023;Octubre;41;3;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;118.8;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;0;2023;Octubre;41;6;0;1;1;0;0;BB;USA;Directo;Directo;0;0;0;A;A;0;No Deposit;14;NULL;0;Transitorio;158;1;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;0;2024;Enero;1;4;0;1;2;0;0;BB;PRT;Directo;Directo;1;0;1;D;D;0;No Deposit;14;NULL;0;Transitorio;108;0;1;Check-Out;1/05/2024
Hotel Andina La Terraza;no;148;2023;Octubre;41;4;0;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;118.8;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;155;2023;Octubre;41;3;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;132.3;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;127;2023;Octubre;41;2;2;3;3;0;0;BB;AUS;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;7;NULL;0;Transitorio;146.92;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;25;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;149;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;127;2023;Octubre;41;2;2;3;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transitorio;91.48;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;34;2023;Octubre;41;5;0;2;2;0;0;BB;HUN;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;83;NULL;0;Transitorio;144;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;44;2023;Octubre;41;3;1;3;2;1;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transitorio;104.48;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;170;2023;Octubre;41;3;1;3;2;0;0;BB;NLD;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transitorio;108.9;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;28;2023;Octubre;41;3;1;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transitorio;133.75;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;0;2023;Octubre;41;6;0;1;2;2;0;BB;ISR;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transitorio;216;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;259;2023;Octubre;41;3;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;11;NULL;0;Transitorio;80.24;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;0;2023;Octubre;41;6;0;1;2;0;0;BB;AUT;Directo;Directo;0;0;0;A;B;0;No Deposit;NULL;NULL;0;Transitorio - Fiesta;150;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;163;2023;Octubre;41;2;2;3;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;168;NULL;0;Transitorio - Fiesta;80.75;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;259;2023;Octubre;41;2;2;3;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;10;NULL;0;Transitorio;96.1;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;92;2023;Octubre;41;6;0;1;2;1;0;BB;ISR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;135;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;92;2023;Octubre;41;6;0;1;2;0;0;SC;ISR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;117;1;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;16;2023;Octubre;41;5;0;2;1;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;310;NULL;0;Transitorio;138;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;34;2023;Octubre;41;2;2;3;2;0;0;BB;SWE;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transitorio;95.47;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;21;2023;Octubre;41;3;1;3;2;0;0;SC;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;129;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;163;2023;Octubre;41;2;2;3;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;168;NULL;0;Transitorio - Fiesta;80.75;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;21;2023;Octubre;41;4;0;3;2;0;1;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;C;0;No Deposit;28;NULL;0;Transitorio;85;0;0;Check-Out;10/07/2023
Hotel Andina La Terraza;no;73;2023;Octubre;41;6;0;1;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;E;0;No Deposit;9;NULL;0;Transitorio;113.4;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;166;2023;Octubre;41;3;1;3;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;8;NULL;0;Transitorio;122.4;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;3;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;9;NULL;0;Transitorio;186.2;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;166.25;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;3;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;201.25;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;3;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;201.25;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;166.25;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;3;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transitorio;201.25;0;3;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio - Fiesta;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;51;2023;Octubre;41;4;0;3;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;118.8;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;28;2023;Octubre;41;4;0;3;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;147.67;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;21;2023;Octubre;41;5;0;2;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;149;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;26;2023;Octubre;41;3;1;3;2;0;0;SC;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transitorio;103.76;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;15;2023;Octubre;41;4;0;3;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;310;NULL;0;Transitorio;129;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;29;2023;Octubre;41;5;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transitorio;152;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;161;2023;Octubre;41;2;2;3;3;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;B;0;No Deposit;7;NULL;0;Transitorio;108.8;0;2;Check-Out;10/07/2023
Hotel Andina La Terraza;no;161;2023;Octubre;41;2;2;3;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transitorio;91.48;0;1;Check-Out;10/07/2023
Hotel Andina La Terraza;no;32;2023;Octubre;41;2;2;3;2;0;0;HB;FRA;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;83;NULL;0;Transitorio;152.98;0;0;Check-Out;10/07/2023
